"","school","sex","age","address","G1","G2","G3"
"735","GP","M",18,"U",17,17,17
"736","GP","M",18,"U",15,13,15
"737","GP","M",18,"U",11,9,0
"738","GP","M",18,"U",6,5,0
"739","GP","M",18,"U",9,10,11
"740","GP","M",18,"U",10,8,9
"741","GP","M",18,"U",11,10,11
"742","GP","M",18,"U",9,8,8
"743","GP","M",18,"U",11,11,12
"744","GP","M",18,"U",9,11,12
"745","GP","M",18,"U",11,11,12
"746","GP","M",18,"U",10,10,10
"747","GP","M",18,"U",6,6,8
"748","GP","M",18,"U",16,16,17
"749","GP","M",18,"U",16,15,15
"750","GP","M",18,"U",10,10,10
"751","GP","M",18,"U",10,11,10
"752","GP","M",18,"U",8,9,11
"753","GP","M",18,"U",18,18,17
"754","GP","M",18,"U",16,15,16
"755","GP","M",19,"R",11,10,10
"756","GP","M",19,"R",10,10,11
"757","GP","M",19,"R",15,12,12
"758","GP","M",19,"R",9,10,11
"759","GP","M",19,"U",13,11,11
"760","GP","M",19,"U",7,11,11
"761","GP","M",19,"U",11,9,11
"762","GP","M",19,"U",5,0,0
"763","GP","M",19,"U",15,14,13
"764","GP","M",19,"U",11,10,10
"765","GP","M",19,"U",8,9,8
"766","GP","M",19,"U",11,13,14
"767","GP","M",19,"U",11,11,11
"768","GP","M",20,"U",17,18,18
"769","GP","M",20,"U",14,15,15
"770","GP","M",21,"R",9,10,10
"771","GP","M",22,"U",7,8,5
"772","GP","M",22,"U",6,8,8
"773","MS","F",15,"R",13,14,14
"774","MS","F",15,"R",11,10,11
"775","MS","F",15,"R",10,10,10
"776","MS","F",15,"R",11,13,13
"777","MS","F",15,"R",10,10,11
"778","MS","F",15,"R",14,16,16
"779","MS","F",15,"R",13,12,12
"780","MS","F",15,"R",13,14,14
"781","MS","F",15,"R",9,10,9
"782","MS","F",15,"R",10,10,10
"783","MS","F",15,"R",6,7,8
"784","MS","F",15,"R",6,8,9
"785","MS","F",15,"R",14,11,12
"786","MS","F",15,"U",9,10,9
"787","MS","F",15,"U",12,13,14
"788","MS","F",16,"R",8,10,10
"789","MS","F",16,"R",12,11,12
"790","MS","F",16,"R",7,7,8
"791","MS","F",16,"R",10,9,10
"792","MS","F",16,"R",13,12,14
"793","MS","F",16,"R",13,10,13
"794","MS","F",16,"R",13,14,13
"795","MS","F",16,"R",12,11,12
"796","MS","F",16,"R",9,10,11
"797","MS","F",16,"R",12,12,12
"798","MS","F",16,"R",9,10,11
"799","MS","F",16,"R",14,13,14
"800","MS","F",16,"R",16,17,17
"801","MS","F",16,"R",8,10,10
"802","MS","F",16,"R",15,15,15
"803","MS","F",16,"R",14,16,16
"804","MS","F",16,"R",16,16,17
"805","MS","F",16,"R",16,17,18
"806","MS","F",16,"R",14,14,14
"807","MS","F",16,"R",8,9,9
"808","MS","F",16,"R",14,14,15
"809","MS","F",16,"R",10,8,8
"810","MS","F",16,"R",11,11,11
"811","MS","F",16,"R",14,14,16
"812","MS","F",16,"R",11,13,12
"813","MS","F",16,"R",7,9,8
"814","MS","F",16,"U",5,5,7
"815","MS","F",16,"U",13,14,15
"816","MS","F",16,"U",14,14,14
"817","MS","F",16,"U",10,8,8
"818","MS","F",16,"U",9,8,8
"819","MS","F",16,"U",10,11,11
"820","MS","F",16,"U",14,13,14
"821","MS","F",16,"U",9,10,10
"822","MS","F",16,"U",17,16,16
"823","MS","F",16,"U",8,6,8
"824","MS","F",16,"U",7,6,7
"825","MS","F",16,"U",14,13,13
"826","MS","F",16,"U",8,8,8
"827","MS","F",16,"U",10,11,12
"828","MS","F",16,"U",10,9,11
"829","MS","F",16,"U",7,7,8
"830","MS","F",16,"U",6,8,8
"831","MS","F",16,"U",14,15,16
"832","MS","F",16,"U",9,10,10
"833","MS","F",16,"U",11,11,11
"834","MS","F",17,"R",10,11,11
"835","MS","F",17,"R",10,11,10
"836","MS","F",17,"R",11,11,11
"837","MS","F",17,"R",6,6,7
"838","MS","F",17,"R",8,8,9
"839","MS","F",17,"R",7,6,0
"840","MS","F",17,"R",7,8,9
"841","MS","F",17,"R",6,5,5
"842","MS","F",17,"R",12,11,12
"843","MS","F",17,"R",13,13,13
"844","MS","F",17,"R",9,10,11
"845","MS","F",17,"R",11,10,11
"846","MS","F",17,"R",9,9,9
"847","MS","F",17,"R",11,9,11
"848","MS","F",17,"R",15,17,17
"849","MS","F",17,"R",10,11,12
"850","MS","F",17,"R",8,9,9
"851","MS","F",17,"R",10,10,10
"852","MS","F",17,"R",7,9,10
"853","MS","F",17,"R",10,10,10
"854","MS","F",17,"R",13,14,14
"855","MS","F",17,"R",17,18,18
"856","MS","F",17,"R",12,12,12
"857","MS","F",17,"R",12,13,13
"858","MS","F",17,"R",11,11,12
"859","MS","F",17,"R",8,7,8
"860","MS","F",17,"U",11,9,10
"861","MS","F",17,"U",11,10,11
"862","MS","F",17,"U",9,9,10
"863","MS","F",17,"U",7,9,10
"864","MS","F",17,"U",9,9,10
"865","MS","F",17,"U",10,11,12
"866","MS","F",17,"U",13,11,11
"867","MS","F",17,"U",9,11,11
"868","MS","F",17,"U",11,12,13
"869","MS","F",17,"U",8,10,9
"870","MS","F",17,"U",17,18,18
"871","MS","F",17,"U",18,18,18
"872","MS","F",17,"U",8,8,0
"873","MS","F",17,"U",6,9,11
"874","MS","F",17,"U",13,15,16
"875","MS","F",17,"U",15,14,15
"876","MS","F",17,"U",12,12,11
"877","MS","F",17,"U",11,11,10
"878","MS","F",17,"U",7,10,10
"879","MS","F",17,"U",15,14,15
"880","MS","F",17,"U",16,15,15
"881","MS","F",18,"R",10,11,10
"882","MS","F",18,"R",9,11,10
"883","MS","F",18,"R",7,7,7
"884","MS","F",18,"R",8,8,10
"885","MS","F",18,"R",10,11,12
"886","MS","F",18,"R",9,0,0
"887","MS","F",18,"R",14,17,15
"888","MS","F",18,"R",10,9,10
"889","MS","F",18,"R",8,6,0
"890","MS","F",18,"R",14,14,15
"891","MS","F",18,"R",7,5,0
"892","MS","F",18,"R",14,12,11
"893","MS","F",18,"R",7,9,10
"894","MS","F",18,"R",6,5,6
"895","MS","F",18,"R",16,15,15
"896","MS","F",18,"R",13,13,13
"897","MS","F",18,"R",7,9,10
"898","MS","F",18,"R",5,0,0
"899","MS","F",18,"R",7,6,8
"900","MS","F",18,"R",15,17,17
"901","MS","F",18,"R",19,18,19
"902","MS","F",18,"R",13,14,14
"903","MS","F",18,"R",8,9,10
"904","MS","F",18,"U",6,8,8
"905","MS","F",18,"U",8,5,8
"906","MS","F",18,"U",9,10,10
"907","MS","F",18,"U",11,12,9
"908","MS","F",18,"U",6,5,0
"909","MS","F",18,"U",7,8,7
"910","MS","F",18,"U",11,11,12
"911","MS","F",18,"U",9,8,8
"912","MS","F",18,"U",8,8,10
"913","MS","F",18,"U",12,13,14
"914","MS","F",18,"U",10,10,10
"915","MS","F",18,"U",11,10,10
"916","MS","F",18,"U",16,16,16
"917","MS","F",18,"U",15,15,15
"918","MS","F",18,"U",10,9,9
"919","MS","F",18,"U",10,10,10
"920","MS","F",18,"U",11,11,10
"921","MS","F",18,"U",13,12,13
"922","MS","F",18,"U",18,18,18
"923","MS","F",18,"U",8,10,11
"924","MS","F",18,"U",12,13,14
"925","MS","F",18,"U",18,16,16
"926","MS","F",18,"U",19,17,18
"927","MS","F",18,"U",9,8,10
"928","MS","F",18,"U",11,12,13
"929","MS","F",18,"U",15,15,16
"930","MS","F",18,"U",7,9,8
"931","MS","F",19,"R",8,0,0
"932","MS","F",19,"R",7,8,9
"933","MS","F",19,"R",7,5,0
"934","MS","F",19,"R",10,11,10
"935","MS","F",19,"U",7,9,9
"936","MS","F",19,"U",5,0,0
"937","MS","F",19,"U",7,8,9
"938","MS","F",19,"U",9,9,10
"939","MS","F",19,"U",6,8,7
"940","MS","F",19,"U",12,13,13
"941","MS","F",19,"U",7,7,9
"942","MS","F",20,"U",11,9,10
"943","MS","F",20,"U",15,14,15
"944","MS","M",15,"R",7,9,9
"945","MS","M",15,"R",9,11,10
"946","MS","M",15,"R",10,11,11
"947","MS","M",15,"R",12,13,14
"948","MS","M",15,"R",7,9,8
"949","MS","M",15,"U",13,12,13
"950","MS","M",15,"U",10,9,11
"951","MS","M",15,"U",12,10,11
"952","MS","M",15,"U",12,13,12
"953","MS","M",15,"U",13,14,14
"954","MS","M",15,"U",11,11,11
"955","MS","M",16,"R",11,11,11
"956","MS","M",16,"R",10,11,11
"957","MS","M",16,"R",8,7,0
"958","MS","M",16,"R",7,8,8
"959","MS","M",16,"R",11,9,10
"960","MS","M",16,"R",9,10,11
"961","MS","M",16,"R",10,11,11
"962","MS","M",16,"R",10,10,9
"963","MS","M",16,"R",9,10,11
"964","MS","M",16,"R",10,11,11
"965","MS","M",16,"U",10,11,11
"966","MS","M",16,"U",7,0,0
"967","MS","M",16,"U",9,7,8
"968","MS","M",16,"U",13,12,13
"969","MS","M",16,"U",12,13,13
"970","MS","M",16,"U",10,8,10
"971","MS","M",16,"U",10,9,10
"972","MS","M",16,"U",14,12,13
"973","MS","M",16,"U",11,12,12
"974","MS","M",17,"R",10,9,10
"975","MS","M",17,"R",12,13,14
"976","MS","M",17,"R",8,10,9
"977","MS","M",17,"R",8,13,10
"978","MS","M",17,"R",10,9,9
"979","MS","M",17,"R",13,11,11
"980","MS","M",17,"R",10,11,11
"981","MS","M",17,"R",9,9,8
"982","MS","M",17,"R",10,11,11
"983","MS","M",17,"R",12,11,12
"984","MS","M",17,"R",10,8,9
"985","MS","M",17,"U",10,10,10
"986","MS","M",17,"U",8,9,9
"987","MS","M",17,"U",6,7,7
"988","MS","M",17,"U",7,0,0
"989","MS","M",17,"U",11,11,10
"990","MS","M",17,"U",14,15,16
"991","MS","M",17,"U",13,14,13
"992","MS","M",17,"U",13,13,13
"993","MS","M",17,"U",8,9,10
"994","MS","M",17,"U",10,11,10
"995","MS","M",17,"U",7,10,9
"996","MS","M",17,"U",8,9,8
"997","MS","M",17,"U",11,11,12
"998","MS","M",17,"U",14,16,16
"999","MS","M",17,"U",10,10,10
"1000","MS","M",17,"U",15,14,16
"1001","MS","M",18,"R",12,12,13
"1002","MS","M",18,"R",8,9,10
"1003","MS","M",18,"R",9,7,9
"1004","MS","M",18,"R",8,10,9
"1005","MS","M",18,"R",10,10,10
"1006","MS","M",18,"R",7,7,0
"1007","MS","M",18,"R",7,6,7
"1008","MS","M",18,"R",9,10,11
"1009","MS","M",18,"R",11,13,13
"1010","MS","M",18,"R",4,0,0
"1011","MS","M",18,"R",7,7,0
"1012","MS","M",18,"R",6,5,5
"1013","MS","M",18,"R",12,13,14
"1014","MS","M",18,"R",13,12,12
"1015","MS","M",18,"R",9,10,10
"1016","MS","M",18,"R",14,12,12
"1017","MS","M",18,"R",11,12,10
"1018","MS","M",18,"R",10,11,11
"1019","MS","M",18,"U",4,8,8
"1020","MS","M",18,"U",17,18,19
"1021","MS","M",18,"U",15,14,14
"1022","MS","M",18,"U",10,9,10
"1023","MS","M",18,"U",14,13,14
"1024","MS","M",18,"U",10,10,10
"1025","MS","M",18,"U",10,11,11
"1026","MS","M",18,"U",9,10,9
"1027","MS","M",18,"U",8,7,8
"1028","MS","M",18,"U",5,6,6
"1029","MS","M",18,"U",17,17,17
"1030","MS","M",18,"U",15,16,16
"1031","MS","M",18,"U",13,13,13
"1032","MS","M",19,"R",8,8,8
"1033","MS","M",19,"R",8,9,10
"1034","MS","M",19,"R",10,9,11
"1035","MS","M",19,"R",8,7,8
"1036","MS","M",19,"R",5,8,0
"1037","MS","M",19,"R",6,5,0
"1038","MS","M",19,"U",9,9,10
"1039","MS","M",19,"U",8,9,9
"1040","MS","M",19,"U",6,11,9
"1041","MS","M",19,"U",8,9,9
"1042","MS","M",20,"R",8,11,10
"1043","MS","M",20,"U",9,9,9
"1044","MS","M",21,"R",10,8,7
