"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"179","GP","F",16,"U","LE3","T",2,2,"other","other","home","mother",2,2,1,"0","1","0","1","0","1","1","1",3,3,3,1,2,3,25,7,10,11
"180","GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,0,"0","1","1","0","1","1","1","0",4,3,3,2,3,4,2,12,13,13
"181","GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,0,"0","1","0","0","1","1","1","0",4,3,3,2,3,4,0,14,13,13
"182","GP","F",16,"U","LE3","T",2,4,"other","health","course","father",2,2,0,"0","1","1","1","1","1","1","1",4,2,2,1,2,5,2,13,13,13
"183","GP","F",16,"U","LE3","T",2,4,"other","health","course","father",2,2,0,"0","1","0","1","1","1","1","1",4,2,2,1,2,5,2,14,12,13
"184","GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,0,"1","1","0","0","1","1","0","0",3,3,3,2,3,2,0,12,13,12
"185","GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,0,"1","1","0","0","1","1","0","0",3,3,3,2,3,2,4,7,6,6
"186","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,0,"0","1","1","1","1","1","1","0",4,4,5,1,1,4,4,10,11,9
"187","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,4,5,1,1,4,0,14,14,15
"188","GP","F",16,"U","LE3","T",4,3,"teacher","services","course","mother",3,2,0,"0","1","0","1","1","1","1","0",5,4,3,1,2,1,2,16,15,15
"189","GP","F",16,"U","LE3","T",4,3,"teacher","services","course","mother",3,2,0,"0","1","0","1","1","1","1","0",5,4,3,1,2,1,2,16,15,16
"190","GP","F",16,"U","LE3","T",4,4,"health","health","other","mother",1,3,0,"0","1","1","1","1","1","1","1",5,4,5,1,1,4,4,14,15,16
"191","GP","F",16,"U","LE3","T",4,4,"health","health","other","mother",1,3,0,"0","1","0","1","1","1","1","1",5,4,5,1,1,4,2,15,15,14
"192","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"0","1","1","0","1","1","1","0",4,5,2,1,2,3,0,9,9,10
"193","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"0","1","0","0","1","1","1","0",4,5,2,1,2,3,0,11,10,11
"194","GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"0","1","1","0","1","1","1","0",4,3,3,2,3,2,4,9,10,10
"195","GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"0","1","0","0","1","1","1","0",4,3,3,2,3,2,0,14,14,16
"196","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"0","0","0","1","1","1","0","0",2,1,1,1,1,3,2,13,11,11
"197","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"0","0","0","1","1","1","0","0",2,1,1,1,1,3,2,13,13,13
"198","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,2,5,1,2,5,0,11,10,11
"199","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,2,5,1,2,5,2,6,6,6
"200","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"0","1","0","0","1","1","1","0",5,3,2,1,2,3,18,7,6,6
"201","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"0","1","0","0","1","1","1","0",5,3,2,1,2,3,21,13,13,13
"202","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"0","1","0","0","1","1","1","1",4,4,3,1,1,5,0,15,15,15
"203","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"0","1","0","0","1","1","1","1",4,4,3,1,1,5,7,12,14,14
"204","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"0","1","1","1","0","1","1","0",4,3,4,2,5,5,0,11,11,10
"205","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"0","1","0","1","0","1","1","0",4,3,4,2,5,5,2,15,15,17
"206","GP","F",17,"R","GT3","T",4,2,"other","other","course","mother",1,3,0,"0","1","0","1","1","1","1","0",4,3,4,1,3,5,2,11,12,14
"207","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,0,"0","1","1","1","1","1","1","1",4,4,2,1,1,4,6,7,7,7
"208","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,0,"0","1","0","1","1","1","1","1",4,4,2,1,1,4,0,11,12,12
"209","GP","F",17,"R","GT3","T",4,4,"services","services","reputation","mother",2,3,0,"0","1","0","1","1","1","1","0",5,3,4,1,1,5,0,7,7,8
"210","GP","F",17,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","0","1","1","1","1","0",4,4,4,1,1,5,2,15,16,17
"211","GP","F",17,"R","LE3","A",1,4,"other","other","course","other",4,1,1,"0","1","0","0","1","1","1","0",5,5,4,1,1,5,14,9,9,8
"212","GP","F",17,"R","LE3","T",1,1,"at_home","other","course","mother",2,3,0,"0","0","0","1","1","1","1","0",4,3,3,1,3,5,4,15,14,15
"213","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"0","1","1","1","1","1","1","0",3,3,2,2,2,3,3,11,11,11
"214","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"0","1","0","1","1","1","1","0",3,3,2,2,2,3,0,11,11,10
"215","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"0","1","1","0","1","1","0","0",3,1,2,1,1,3,6,18,18,18
"216","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"0","1","0","0","1","1","0","0",3,1,2,1,1,3,0,18,19,19
"217","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"0","1","1","0","1","1","0","0",5,2,1,1,2,3,12,8,10,10
"218","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"0","1","0","0","1","1","0","0",5,2,1,1,2,3,6,12,11,11
"219","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"0","0","0","1","1","1","1","1",3,2,3,1,2,3,0,15,15,16
"220","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"0","0","0","1","1","1","1","1",3,2,3,1,2,3,10,12,10,12
"221","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,0,"0","1","0","0","1","1","1","1",3,3,1,1,2,4,18,10,12,14
"222","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,1,"0","1","0","0","1","1","1","1",3,3,1,1,2,4,0,9,8,0
"223","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,0,"0","1","0","0","0","1","1","1",3,3,3,1,3,3,6,8,7,9
"224","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,0,"0","1","0","0","0","1","1","1",3,3,3,1,3,3,10,12,13,14
"225","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"0","1","1","0","1","1","1","1",5,2,2,1,2,5,23,13,13,13
"226","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"0","1","0","0","1","1","1","1",5,2,2,1,2,5,14,15,14,17
"227","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,0,"1","1","0","0","1","1","0","0",4,1,4,1,1,1,2,10,13,13
"228","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,0,"1","1","0","0","1","1","0","0",4,1,4,1,1,1,6,6,5,6
"229","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"0","1","0","0","0","1","1","0",5,3,3,1,1,3,2,9,11,11
"230","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"0","1","0","0","0","1","1","0",5,3,3,1,1,3,4,5,5,6
"231","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","mother",1,2,0,"1","0","0","0","0","1","0","1",4,3,2,1,1,4,10,10,9,10
"232","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,0,"0","1","0","1","1","1","0","1",4,3,4,1,1,5,12,12,12,12
"233","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,1,"0","1","0","1","1","1","0","1",4,3,4,1,1,5,0,6,5,0
"234","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,0,"0","0","0","1","1","1","1","0",5,3,3,1,1,3,0,8,8,9
"235","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,0,"0","0","0","1","1","1","1","0",5,3,3,1,1,3,0,12,11,12
"236","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"0","1","1","0","0","1","0","0",4,4,4,1,3,1,4,9,9,10
"237","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"0","1","0","0","0","1","0","0",4,4,4,1,3,1,0,14,15,15
"238","GP","F",17,"U","GT3","T",1,1,"other","services","course","father",1,2,0,"0","1","0","0","1","1","0","0",4,3,4,1,2,5,4,11,10,11
"239","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"0","1","1","0","1","1","1","0",4,3,3,1,1,3,6,13,12,12
"240","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,1,3,0,13,13,14
"241","GP","F",17,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"0","1","0","1","1","1","1","1",4,3,4,2,2,1,10,12,15,15
"242","GP","F",17,"U","GT3","T",2,1,"services","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","0",4,3,5,2,4,4,4,12,16,16
"243","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"0","1","1","1","1","1","1","0",4,3,3,1,1,4,4,9,10,10
"244","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"0","1","0","1","1","1","1","0",4,3,3,1,1,4,0,12,12,13
"245","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"0","1","0","0","1","1","0","1",4,2,2,1,1,3,4,14,13,13
"246","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"0","1","0","0","1","1","0","1",4,2,2,1,1,3,12,11,9,9
"247","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"0","1","0","0","0","1","1","0",5,4,5,1,2,5,4,10,9,11
"248","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"0","1","0","0","0","1","1","0",5,4,5,1,2,5,12,12,12,14
"249","GP","F",17,"U","GT3","T",2,2,"other","services","reputation","father",3,3,0,"0","1","0","0","1","1","1","1",4,2,3,1,1,1,8,13,15,15
"250","GP","F",17,"U","GT3","T",2,2,"services","services","reputation","mother",1,2,0,"0","1","0","1","1","1","1","0",4,3,4,1,3,4,0,13,17,17
"251","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"0","1","1","0","1","1","0","0",3,3,3,1,4,3,3,7,7,8
"252","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"0","1","0","0","1","1","0","0",3,3,3,1,4,3,4,12,13,13
"253","GP","F",17,"U","GT3","T",2,3,"other","other","course","father",2,2,0,"0","0","0","1","1","1","1","1",4,2,1,1,1,3,2,11,12,14
"254","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"0","1","1","0","1","1","1","1",4,3,3,1,1,1,2,10,10,10
"255","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"0","1","0","0","1","1","1","1",4,3,3,1,1,1,6,15,16,16
"256","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"0","1","0","1","1","1","0","0",5,4,2,2,3,5,0,16,17,17
"257","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"0","1","0","1","1","1","0","0",5,4,2,2,3,5,0,17,18,17
"258","GP","F",17,"U","GT3","T",3,1,"other","at_home","home","mother",1,1,1,"0","1","1","0","1","1","1","1",4,1,2,1,1,3,6,10,13,13
"259","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"0","1","0","0","0","1","1","0",3,4,3,2,3,5,0,17,18,17
"260","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"0","1","0","0","0","1","1","0",3,4,3,2,3,5,1,12,14,15
"261","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"0","1","1","1","0","1","1","0",5,2,2,1,2,5,0,17,17,18
"262","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"0","1","0","1","0","1","1","0",5,2,2,1,2,5,0,18,18,18
"263","GP","F",17,"U","GT3","T",3,2,"other","other","course","father",1,2,0,"0","0","0","1","1","1","0","0",5,4,2,1,1,3,4,14,14,15
"264","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"0","0","0","1","0","1","1","0",5,3,4,1,3,3,2,17,18,17
"265","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"0","0","0","1","0","1","1","0",5,3,4,1,3,3,10,16,15,15
"266","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"0","1","1","0","1","1","1","1",4,3,2,2,3,2,0,7,8,0
"267","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"0","1","0","0","1","1","1","1",4,3,2,2,3,2,0,12,13,15
"268","GP","F",17,"U","GT3","T",3,3,"at_home","other","course","mother",1,1,0,"0","1","1","1","1","1","1","0",4,2,5,2,5,5,2,11,12,11
"269","GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"0","0","0","1","0","1","0","0",3,2,3,1,1,4,2,15,12,13
"270","GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"0","0","0","1","0","1","0","0",3,2,3,1,1,4,4,10,9,9
"271","GP","F",17,"U","GT3","T",3,3,"services","other","home","mother",2,3,0,"0","1","0","0","1","1","1","1",4,2,2,2,3,5,10,11,11,11
"272","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,1,"0","1","1","0","1","1","1","1",4,4,3,3,4,5,14,8,9,8
"273","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,1,"0","1","1","0","1","1","1","1",4,4,3,3,4,5,28,10,9,9
"274","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"0","0","0","0","1","1","1","0",4,4,5,1,3,5,8,11,13,14
"275","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"0","0","0","0","1","1","1","0",4,4,5,1,3,5,16,16,15,15
"276","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"0","1","1","0","1","1","1","0",4,3,3,1,1,3,0,15,12,14
"277","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,1,3,0,16,16,16
"278","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"0","1","1","1","1","1","1","1",4,4,3,1,3,4,0,13,15,15
"279","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"0","1","0","1","1","1","1","1",4,4,3,1,3,4,0,11,12,13
"280","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"0","1","1","0","1","1","1","0",4,2,2,1,2,3,0,15,15,15
"281","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"0","1","0","0","1","1","1","0",4,2,2,1,2,3,0,17,18,18
"282","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,0,"0","0","0","0","1","1","1","1",3,4,5,2,4,1,16,11,9,10
"283","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,2,"0","0","1","0","1","1","1","1",3,4,5,2,4,1,22,6,6,4
"284","GP","F",17,"U","GT3","T",4,4,"health","health","course","mother",1,1,0,"0","0","0","1","1","1","1","0",5,3,4,1,2,5,2,14,15,17
"285","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,0,"1","1","0","0","1","1","0","1",4,2,1,1,1,4,0,11,11,12
"286","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,0,"1","1","0","0","1","1","0","1",4,2,1,1,1,4,0,13,13,13
"287","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"0","1","0","0","1","1","1","0",4,2,4,2,3,2,24,18,18,18
"288","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"0","1","0","0","1","1","1","0",4,2,4,2,3,2,30,14,15,16
"289","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,2,0,"0","1","1","0","1","1","1","1",5,3,1,1,4,5,2,11,11,12
"290","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"0","1","1","1","1","1","1","0",5,4,4,1,3,4,7,10,9,9
"291","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"0","1","0","1","1","1","1","0",5,4,4,1,3,4,0,13,12,13
"292","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"0","1","1","0","0","1","1","1",4,3,3,1,2,4,4,14,14,14
"293","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"0","1","0","0","0","1","1","1",4,3,3,1,2,4,4,15,14,15
"294","GP","F",17,"U","LE3","A",2,1,"other","other","course","mother",3,1,0,"0","1","0","0","1","1","1","0",3,2,2,1,2,5,8,11,10,11
"295","GP","F",17,"U","LE3","A",2,2,"other","other","home","mother",1,1,1,"0","1","0","0","0","0","1","0",3,1,2,1,1,1,8,11,9,10
"296","GP","F",17,"U","LE3","A",3,3,"services","other","home","mother",1,2,0,"1","1","0","0","1","1","1","0",5,3,3,1,1,5,0,12,12,13
"297","GP","F",17,"U","LE3","A",4,2,"teacher","other","course","mother",1,2,0,"0","1","0","1","1","1","0","0",4,3,2,1,1,4,4,15,14,14
"298","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"0","0","0","0","1","1","1","0",3,3,3,2,3,2,0,14,14,15
"299","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"0","0","0","0","1","1","1","0",3,3,3,2,3,2,0,16,15,15
"300","GP","F",17,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,3,0,"0","1","0","1","1","1","1","1",4,3,2,1,2,4,10,11,10,10
"301","GP","F",17,"U","LE3","T",2,1,"other","other","home","father",1,2,0,"0","0","0","1","1","1","1","0",4,2,3,2,2,2,2,11,12,14
"302","GP","F",17,"U","LE3","T",2,2,"other","other","course","father",1,1,0,"0","1","0","0","1","1","1","1",3,4,4,1,3,5,2,13,12,12
"303","GP","F",17,"U","LE3","T",2,2,"other","other","course","father",1,1,0,"0","1","0","0","1","1","1","1",3,4,4,1,3,5,12,10,13,12
"304","GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"1","1","1","0","1","1","1","1",4,4,4,2,3,5,6,12,12,12
"305","GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"1","1","0","0","1","1","1","1",4,4,4,2,3,5,6,12,12,12
"306","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,0,"0","0","1","1","1","1","1","1",3,4,1,1,1,2,0,10,9,0
"307","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,0,"0","0","0","1","1","1","1","1",3,4,1,1,1,2,2,10,11,12
"308","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"0","0","0","1","1","1","1","1",4,3,2,1,1,5,0,14,15,15
"309","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"0","0","0","1","1","1","1","1",4,3,2,1,1,5,8,14,15,16
"310","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,0,"0","0","1","0","1","1","1","0",4,4,4,1,3,1,2,14,15,15
"311","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,0,"0","0","0","0","1","1","1","0",4,4,4,1,3,1,2,14,16,15
"312","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","1",5,3,3,2,3,1,32,14,13,14
"313","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","1",5,3,3,2,3,1,56,9,9,8
"314","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"0","1","1","1","1","1","1","0",4,2,3,1,1,4,6,14,12,13
"315","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"0","1","0","1","1","1","1","0",4,2,3,1,1,4,2,14,15,17
"316","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"0","0","0","1","1","1","1","1",3,2,3,1,2,3,0,14,12,12
"317","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"0","0","0","1","1","1","1","1",3,2,3,1,2,3,14,13,13,14
"318","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"0","0","0","0","0","0","1","1",4,1,1,1,1,5,15,12,9,10
"319","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"0","0","0","0","0","0","1","1",4,1,1,1,1,5,75,10,9,9
"320","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,3,"0","1","0","1","0","1","0","0",5,2,5,1,5,4,6,9,8,10
"321","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,3,"0","1","0","1","0","1","0","0",5,2,5,1,5,4,6,11,10,11
"322","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"0","1","0","0","1","0","1","1",4,3,5,1,2,3,0,6,0,0
"323","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"0","1","0","0","1","0","1","1",4,3,5,1,2,3,12,8,9,10
"324","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"0","0","0","1","1","1","0","0",4,4,4,1,1,4,0,10,9,0
"325","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"0","0","0","1","1","1","0","0",4,4,4,1,1,4,6,14,13,14
"326","GP","F",18,"R","GT3","T",2,2,"other","other","home","mother",1,2,0,"1","0","0","0","1","1","0","0",3,2,3,1,1,5,4,11,11,13
"327","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,0,"0","0","0","1","1","1","1","1",5,3,3,1,1,4,4,8,8,8
"328","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,1,"0","0","0","1","1","1","1","1",5,3,3,1,1,4,16,9,8,7
"329","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"0","0","1","1","1","1","1","0",4,3,4,2,2,4,8,12,10,11
"330","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"0","0","0","1","1","1","1","0",4,3,4,2,2,4,8,10,11,12
"331","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"0","1","1","1","1","1","0","0",5,2,2,1,1,3,1,12,12,12
"332","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"0","1","0","1","1","1","0","0",5,2,2,1,1,3,2,17,17,18
"333","GP","F",18,"U","GT3","A",3,2,"other","services","course","other",1,3,0,"0","1","0","1","0","1","1","1",4,3,3,5,1,5,10,12,11,11
"334","GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,0,"1","0","0","0","1","1","0","0",4,3,4,1,1,3,4,0,11,11
"335","GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,0,"1","0","0","0","1","1","0","0",4,3,4,1,1,3,6,5,6,6
"336","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"1","0","0","1","1","1","1","0",5,4,4,1,1,4,0,12,13,13
"337","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"1","0","0","1","1","1","1","0",5,4,4,1,1,4,4,8,9,10
"338","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,3,0,"0","0","0","1","1","1","1","0",4,5,5,1,2,2,0,14,14,14
"339","GP","F",18,"U","GT3","T",1,4,"other","teacher","home","mother",1,2,0,"1","1","0","0","0","1","0","1",3,4,4,1,2,5,2,10,10,11
"340","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,0,"0","1","1","0","0","1","1","1",4,4,4,1,1,3,0,7,0,0
"341","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,0,"0","1","0","0","0","1","1","1",4,4,4,1,1,3,10,12,10,11
"342","GP","F",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"0","1","0","0","1","1","1","1",4,2,5,1,2,1,8,14,14,15
"343","GP","F",18,"U","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"0","0","0","1","1","1","1","1",4,3,1,1,1,5,10,12,13,14
"344","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"0","1","1","1","1","1","1","0",5,3,3,1,2,1,0,8,8,0
"345","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"0","1","0","1","1","1","1","0",5,3,3,1,2,1,2,12,12,15
"346","GP","F",18,"U","GT3","T",2,1,"services","other","reputation","mother",1,2,3,"0","1","0","1","1","0","1","1",5,4,5,1,3,5,10,10,9,8
"347","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"0","1","1","0","1","1","1","0",4,3,3,1,2,2,5,18,18,19
"348","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,2,2,0,18,18,18
"349","GP","F",18,"U","GT3","T",2,2,"at_home","other","course","mother",4,2,0,"0","0","0","1","1","1","0","1",4,2,5,1,1,2,2,10,9,10
"350","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"0","1","1","1","1","1","1","1",4,3,3,1,1,3,0,9,10,0
"351","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"0","1","0","1","1","1","1","1",4,3,3,1,1,3,0,11,12,13
"352","GP","F",18,"U","GT3","T",2,2,"other","other","course","mother",1,1,0,"0","1","0","1","1","1","1","1",4,3,5,2,4,5,2,10,10,10
"353","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,2,3,0,11,12,14
"354","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,2,3,4,11,10,10
"355","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,0,"0","1","1","1","1","1","1","1",4,5,5,1,3,2,4,15,14,14
"356","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,0,"0","1","0","1","1","1","1","1",4,5,5,1,3,2,10,16,16,16
"357","GP","F",18,"U","GT3","T",2,4,"services","at_home","reputation","other",1,2,1,"0","1","1","1","1","1","1","0",4,4,3,1,1,3,8,14,12,12
