"","id","failures","absences","paid","schoolsup","higher"
"821",821,1,6,"0","0","1"
"822",822,0,4,"0","0","1"
"823",823,0,0,"0","0","1"
"824",824,0,0,"0","0","0"
"825",825,0,5,"0","0","1"
"826",826,0,0,"0","1","1"
"827",827,1,0,"0","0","1"
"828",828,1,0,"0","0","0"
"829",829,0,0,"0","0","1"
"830",830,0,4,"0","0","0"
"831",831,0,0,"0","0","1"
"832",832,1,4,"0","0","1"
"833",833,0,0,"0","0","1"
"834",834,0,2,"0","0","1"
"835",835,0,0,"0","0","1"
"836",836,0,0,"0","0","1"
"837",837,0,4,"1","0","1"
"838",838,0,0,"0","0","1"
"839",839,0,7,"0","0","1"
"840",840,0,4,"0","0","1"
"841",841,0,8,"0","0","1"
"842",842,0,0,"0","0","1"
"843",843,0,8,"0","0","0"
"844",844,0,6,"0","0","1"
"845",845,0,3,"0","0","1"
"846",846,0,2,"0","0","1"
"847",847,0,0,"0","0","1"
"848",848,0,4,"0","0","1"
"849",849,1,0,"0","0","1"
"850",850,1,3,"0","0","1"
"851",851,0,0,"0","1","1"
"852",852,0,0,"0","0","1"
"853",853,0,4,"0","0","1"
"854",854,0,0,"0","0","1"
"855",855,0,2,"0","1","1"
"856",856,0,1,"0","0","1"
"857",857,0,0,"0","0","1"
"858",858,0,0,"0","0","1"
"859",859,0,2,"0","1","1"
"860",860,0,6,"0","0","1"
"861",861,1,9,"0","0","1"
"862",862,0,0,"0","0","1"
"863",863,0,1,"0","0","1"
"864",864,0,1,"0","0","1"
"865",865,0,0,"0","0","1"
"866",866,0,4,"0","0","1"
"867",867,1,2,"0","0","1"
"868",868,0,0,"0","0","1"
"869",869,0,4,"0","0","1"
"870",870,0,2,"0","0","1"
"871",871,0,0,"0","0","1"
"872",872,0,2,"0","0","1"
"873",873,0,11,"0","0","1"
"874",874,3,0,"0","1","1"
"875",875,0,4,"0","0","0"
"876",876,1,0,"0","0","0"
"877",877,0,2,"0","0","0"
"878",878,0,0,"0","0","0"
"879",879,0,1,"0","0","0"
"880",880,0,6,"0","0","0"
"881",881,0,0,"0","0","1"
"882",882,1,1,"1","0","1"
"883",883,2,6,"0","0","0"
"884",884,1,6,"0","0","0"
"885",885,1,0,"0","0","0"
"886",886,1,4,"0","0","0"
"887",887,1,12,"0","0","1"
"888",888,0,2,"0","0","1"
"889",889,0,5,"0","0","1"
"890",890,0,0,"0","0","0"
"891",891,0,0,"0","0","0"
"892",892,0,2,"0","0","1"
"893",893,1,0,"1","0","1"
"894",894,0,0,"0","0","1"
"895",895,0,0,"1","0","1"
"896",896,1,12,"0","0","0"
"897",897,0,8,"0","0","1"
"898",898,1,2,"0","0","1"
"899",899,0,0,"0","1","1"
"900",900,0,0,"0","0","1"
"901",901,0,0,"0","0","1"
"902",902,1,8,"0","0","1"
"903",903,0,0,"0","0","1"
"904",904,1,0,"0","0","1"
"905",905,0,0,"0","0","1"
"906",906,0,0,"0","0","1"
"907",907,0,1,"0","0","1"
"908",908,1,9,"0","0","1"
"909",909,0,0,"0","0","1"
"910",910,0,2,"0","0","1"
"911",911,0,8,"0","1","1"
"912",912,0,0,"0","0","1"
"913",913,0,0,"0","0","1"
"914",914,1,8,"0","0","1"
"915",915,0,0,"0","0","1"
"916",916,0,6,"0","0","1"
"917",917,0,0,"0","0","1"
"918",918,0,4,"0","0","1"
"919",919,0,2,"0","0","0"
"920",920,0,2,"0","0","1"
"921",921,0,0,"0","0","1"
"922",922,0,1,"0","0","1"
"923",923,0,0,"0","0","1"
"924",924,0,5,"1","0","1"
"925",925,0,1,"0","0","1"
"926",926,0,8,"0","0","1"
"927",927,0,0,"0","0","1"
"928",928,0,2,"0","0","1"
"929",929,0,0,"0","0","1"
"930",930,0,0,"0","0","1"
"931",931,0,11,"0","0","1"
"932",932,0,8,"0","0","1"
"933",933,0,11,"0","0","1"
"934",934,0,2,"0","0","1"
"935",935,0,8,"0","0","1"
"936",936,0,5,"0","0","1"
"937",937,0,0,"1","1","1"
"938",938,0,1,"0","0","1"
"939",939,3,2,"0","0","1"
"940",940,0,2,"0","0","1"
"941",941,1,8,"0","0","1"
"942",942,0,0,"0","0","1"
"943",943,0,0,"0","0","1"
"944",944,0,2,"0","0","1"
"945",945,0,0,"0","1","1"
"946",946,0,0,"0","0","1"
"947",947,0,0,"1","0","1"
"948",948,2,2,"0","0","0"
"949",949,0,4,"0","0","1"
"950",950,0,3,"0","0","0"
"951",951,0,5,"0","1","1"
"952",952,0,4,"0","0","1"
"953",953,3,2,"0","0","1"
"954",954,0,0,"0","0","0"
"955",955,1,0,"0","1","1"
"956",956,0,0,"0","0","1"
"957",957,0,6,"0","0","1"
"958",958,0,0,"0","0","1"
"959",959,1,0,"0","0","1"
"960",960,0,2,"0","0","1"
"961",961,0,0,"0","0","1"
"962",962,1,2,"0","0","0"
"963",963,1,0,"0","0","0"
"964",964,3,4,"0","0","1"
"965",965,2,9,"0","0","0"
"966",966,0,6,"0","0","1"
"967",967,3,4,"0","0","0"
"968",968,2,8,"0","0","1"
"969",969,0,9,"0","0","1"
"970",970,1,12,"0","0","0"
"971",971,0,8,"0","0","1"
"972",972,0,8,"0","0","1"
"973",973,1,8,"0","0","1"
"974",974,1,4,"0","0","1"
"975",975,0,0,"0","0","0"
"976",976,1,4,"0","0","1"
"977",977,2,2,"0","0","1"
"978",978,0,0,"0","0","0"
"979",979,1,0,"0","0","0"
"980",980,0,0,"0","0","1"
"981",981,0,5,"1","0","0"
"982",982,0,0,"0","1","1"
"983",983,1,3,"0","0","1"
"984",984,0,0,"0","0","1"
"985",985,0,0,"0","0","1"
"986",986,2,3,"0","0","1"
"987",987,0,2,"0","0","1"
"988",988,0,0,"0","0","1"
"989",989,0,0,"0","0","1"
"990",990,0,0,"0","0","1"
"991",991,0,3,"0","0","1"
"992",992,0,0,"0","0","1"
"993",993,1,0,"0","0","1"
"994",994,0,8,"0","0","1"
"995",995,0,5,"1","0","1"
"996",996,0,4,"0","0","0"
"997",997,0,4,"0","0","1"
"998",998,0,0,"0","0","1"
"999",999,0,0,"0","0","1"
"1000",1000,1,2,"0","0","0"
"1001",1001,1,0,"0","0","0"
"1002",1002,0,0,"0","0","1"
"1003",1003,0,5,"0","0","1"
"1004",1004,0,2,"0","0","1"
"1005",1005,0,0,"0","0","0"
"1006",1006,3,0,"0","0","0"
"1007",1007,0,5,"0","0","1"
"1008",1008,1,4,"1","0","1"
"1009",1009,0,0,"0","0","1"
"1010",1010,0,2,"1","0","1"
"1011",1011,0,0,"0","0","1"
"1012",1012,0,2,"0","0","1"
"1013",1013,0,0,"0","0","1"
"1014",1014,0,0,"0","0","1"
"1015",1015,0,6,"0","0","1"
"1016",1016,0,4,"0","0","1"
"1017",1017,0,0,"0","0","1"
"1018",1018,0,0,"1","0","1"
"1019",1019,0,0,"0","0","1"
"1020",1020,1,0,"0","0","1"
"1021",1021,0,0,"0","0","1"
"1022",1022,0,0,"0","0","1"
"1023",1023,0,3,"0","0","0"
"1024",1024,0,8,"0","0","1"
"1025",1025,0,4,"0","0","1"
"1026",1026,0,0,"0","0","1"
"1027",1027,0,4,"0","0","1"
"1028",1028,1,4,"0","0","1"
"1029",1029,0,1,"0","0","1"
"1030",1030,0,1,"0","0","1"
"1031",1031,0,10,"0","0","1"
"1032",1032,0,4,"0","0","1"
"1033",1033,0,0,"0","0","1"
"1034",1034,0,4,"0","0","1"
"1035",1035,1,0,"0","0","1"
"1036",1036,1,0,"1","0","1"
"1037",1037,0,0,"0","0","1"
"1038",1038,0,0,"0","0","1"
"1039",1039,0,4,"0","0","1"
"1040",1040,1,4,"0","0","1"
"1041",1041,0,4,"0","0","1"
"1042",1042,0,6,"0","0","1"
"1043",1043,0,6,"0","0","1"
"1044",1044,0,4,"0","0","1"
