"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","id"
"174","GP","F",16,"U","LE3","T",2,2,"at_home","other","course","mother",1,2,0,"0","1","0","0","1","1","0","0",4,3,4,1,2,2,4,8,7,6,174
"175","GP","F",16,"U","LE3","T",2,2,"at_home","other","course","mother",1,2,0,"0","1","0","0","1","1","0","0",4,3,4,1,2,2,6,13,11,11,175
"176","GP","F",16,"U","LE3","T",2,2,"other","at_home","course","father",2,2,1,"1","0","0","1","1","1","1","0",4,3,3,2,2,5,14,10,10,9,176
"177","GP","F",16,"U","LE3","T",2,2,"other","at_home","course","father",2,2,1,"1","0","0","1","1","1","1","0",4,3,3,2,2,5,14,10,11,11,177
"178","GP","F",16,"U","LE3","T",2,2,"other","other","home","mother",2,2,0,"0","1","0","1","0","1","1","1",3,3,3,1,2,3,16,11,11,10,178
"179","GP","F",16,"U","LE3","T",2,2,"other","other","home","mother",2,2,1,"0","1","0","1","0","1","1","1",3,3,3,1,2,3,25,7,10,11,179
"180","GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,0,"0","1","1","0","1","1","1","0",4,3,3,2,3,4,2,12,13,13,180
"181","GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,0,"0","1","0","0","1","1","1","0",4,3,3,2,3,4,0,14,13,13,181
"182","GP","F",16,"U","LE3","T",2,4,"other","health","course","father",2,2,0,"0","1","1","1","1","1","1","1",4,2,2,1,2,5,2,13,13,13,182
"183","GP","F",16,"U","LE3","T",2,4,"other","health","course","father",2,2,0,"0","1","0","1","1","1","1","1",4,2,2,1,2,5,2,14,12,13,183
"184","GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,0,"1","1","0","0","1","1","0","0",3,3,3,2,3,2,0,12,13,12,184
"185","GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,0,"1","1","0","0","1","1","0","0",3,3,3,2,3,2,4,7,6,6,185
"186","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,0,"0","1","1","1","1","1","1","0",4,4,5,1,1,4,4,10,11,9,186
"187","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,4,5,1,1,4,0,14,14,15,187
"188","GP","F",16,"U","LE3","T",4,3,"teacher","services","course","mother",3,2,0,"0","1","0","1","1","1","1","0",5,4,3,1,2,1,2,16,15,15,188
"189","GP","F",16,"U","LE3","T",4,3,"teacher","services","course","mother",3,2,0,"0","1","0","1","1","1","1","0",5,4,3,1,2,1,2,16,15,16,189
"190","GP","F",16,"U","LE3","T",4,4,"health","health","other","mother",1,3,0,"0","1","1","1","1","1","1","1",5,4,5,1,1,4,4,14,15,16,190
"191","GP","F",16,"U","LE3","T",4,4,"health","health","other","mother",1,3,0,"0","1","0","1","1","1","1","1",5,4,5,1,1,4,2,15,15,14,191
"192","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"0","1","1","0","1","1","1","0",4,5,2,1,2,3,0,9,9,10,192
"193","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"0","1","0","0","1","1","1","0",4,5,2,1,2,3,0,11,10,11,193
"194","GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"0","1","1","0","1","1","1","0",4,3,3,2,3,2,4,9,10,10,194
"195","GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,0,"0","1","0","0","1","1","1","0",4,3,3,2,3,2,0,14,14,16,195
"196","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"0","0","0","1","1","1","0","0",2,1,1,1,1,3,2,13,11,11,196
"197","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"0","0","0","1","1","1","0","0",2,1,1,1,1,3,2,13,13,13,197
"198","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,2,5,1,2,5,0,11,10,11,198
"199","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,0,"0","1","0","1","1","1","1","0",4,2,5,1,2,5,2,6,6,6,199
"200","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"0","1","0","0","1","1","1","0",5,3,2,1,2,3,18,7,6,6,200
"201","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"0","1","0","0","1","1","1","0",5,3,2,1,2,3,21,13,13,13,201
"202","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"0","1","0","0","1","1","1","1",4,4,3,1,1,5,0,15,15,15,202
"203","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,0,"0","1","0","0","1","1","1","1",4,4,3,1,1,5,7,12,14,14,203
"204","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"0","1","1","1","0","1","1","0",4,3,4,2,5,5,0,11,11,10,204
"205","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"0","1","0","1","0","1","1","0",4,3,4,2,5,5,2,15,15,17,205
"206","GP","F",17,"R","GT3","T",4,2,"other","other","course","mother",1,3,0,"0","1","0","1","1","1","1","0",4,3,4,1,3,5,2,11,12,14,206
"207","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,0,"0","1","1","1","1","1","1","1",4,4,2,1,1,4,6,7,7,7,207
"208","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,0,"0","1","0","1","1","1","1","1",4,4,2,1,1,4,0,11,12,12,208
"209","GP","F",17,"R","GT3","T",4,4,"services","services","reputation","mother",2,3,0,"0","1","0","1","1","1","1","0",5,3,4,1,1,5,0,7,7,8,209
"210","GP","F",17,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"0","0","0","1","1","1","1","0",4,4,4,1,1,5,2,15,16,17,210
"211","GP","F",17,"R","LE3","A",1,4,"other","other","course","other",4,1,1,"0","1","0","0","1","1","1","0",5,5,4,1,1,5,14,9,9,8,211
"212","GP","F",17,"R","LE3","T",1,1,"at_home","other","course","mother",2,3,0,"0","0","0","1","1","1","1","0",4,3,3,1,3,5,4,15,14,15,212
"213","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"0","1","1","1","1","1","1","0",3,3,2,2,2,3,3,11,11,11,213
"214","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,0,"0","1","0","1","1","1","1","0",3,3,2,2,2,3,0,11,11,10,214
"215","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"0","1","1","0","1","1","0","0",3,1,2,1,1,3,6,18,18,18,215
"216","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"0","1","0","0","1","1","0","0",3,1,2,1,1,3,0,18,19,19,216
"217","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"0","1","1","0","1","1","0","0",5,2,1,1,2,3,12,8,10,10,217
"218","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"0","1","0","0","1","1","0","0",5,2,1,1,2,3,6,12,11,11,218
"219","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"0","0","0","1","1","1","1","1",3,2,3,1,2,3,0,15,15,16,219
"220","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"0","0","0","1","1","1","1","1",3,2,3,1,2,3,10,12,10,12,220
"221","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,0,"0","1","0","0","1","1","1","1",3,3,1,1,2,4,18,10,12,14,221
"222","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,1,"0","1","0","0","1","1","1","1",3,3,1,1,2,4,0,9,8,0,222
"223","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,0,"0","1","0","0","0","1","1","1",3,3,3,1,3,3,6,8,7,9,223
"224","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,0,"0","1","0","0","0","1","1","1",3,3,3,1,3,3,10,12,13,14,224
"225","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"0","1","1","0","1","1","1","1",5,2,2,1,2,5,23,13,13,13,225
"226","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"0","1","0","0","1","1","1","1",5,2,2,1,2,5,14,15,14,17,226
"227","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,0,"1","1","0","0","1","1","0","0",4,1,4,1,1,1,2,10,13,13,227
"228","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,0,"1","1","0","0","1","1","0","0",4,1,4,1,1,1,6,6,5,6,228
"229","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"0","1","0","0","0","1","1","0",5,3,3,1,1,3,2,9,11,11,229
"230","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"0","1","0","0","0","1","1","0",5,3,3,1,1,3,4,5,5,6,230
"231","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","mother",1,2,0,"1","0","0","0","0","1","0","1",4,3,2,1,1,4,10,10,9,10,231
"232","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,0,"0","1","0","1","1","1","0","1",4,3,4,1,1,5,12,12,12,12,232
"233","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,1,"0","1","0","1","1","1","0","1",4,3,4,1,1,5,0,6,5,0,233
"234","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,0,"0","0","0","1","1","1","1","0",5,3,3,1,1,3,0,8,8,9,234
"235","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,0,"0","0","0","1","1","1","1","0",5,3,3,1,1,3,0,12,11,12,235
"236","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"0","1","1","0","0","1","0","0",4,4,4,1,3,1,4,9,9,10,236
"237","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"0","1","0","0","0","1","0","0",4,4,4,1,3,1,0,14,15,15,237
"238","GP","F",17,"U","GT3","T",1,1,"other","services","course","father",1,2,0,"0","1","0","0","1","1","0","0",4,3,4,1,2,5,4,11,10,11,238
"239","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"0","1","1","0","1","1","1","0",4,3,3,1,1,3,6,13,12,12,239
"240","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,1,3,0,13,13,14,240
"241","GP","F",17,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"0","1","0","1","1","1","1","1",4,3,4,2,2,1,10,12,15,15,241
"242","GP","F",17,"U","GT3","T",2,1,"services","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","0",4,3,5,2,4,4,4,12,16,16,242
"243","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"0","1","1","1","1","1","1","0",4,3,3,1,1,4,4,9,10,10,243
"244","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"0","1","0","1","1","1","1","0",4,3,3,1,1,4,0,12,12,13,244
"245","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"0","1","0","0","1","1","0","1",4,2,2,1,1,3,4,14,13,13,245
"246","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"0","1","0","0","1","1","0","1",4,2,2,1,1,3,12,11,9,9,246
"247","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"0","1","0","0","0","1","1","0",5,4,5,1,2,5,4,10,9,11,247
"248","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"0","1","0","0","0","1","1","0",5,4,5,1,2,5,12,12,12,14,248
"249","GP","F",17,"U","GT3","T",2,2,"other","services","reputation","father",3,3,0,"0","1","0","0","1","1","1","1",4,2,3,1,1,1,8,13,15,15,249
"250","GP","F",17,"U","GT3","T",2,2,"services","services","reputation","mother",1,2,0,"0","1","0","1","1","1","1","0",4,3,4,1,3,4,0,13,17,17,250
"251","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"0","1","1","0","1","1","0","0",3,3,3,1,4,3,3,7,7,8,251
"252","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"0","1","0","0","1","1","0","0",3,3,3,1,4,3,4,12,13,13,252
"253","GP","F",17,"U","GT3","T",2,3,"other","other","course","father",2,2,0,"0","0","0","1","1","1","1","1",4,2,1,1,1,3,2,11,12,14,253
"254","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"0","1","1","0","1","1","1","1",4,3,3,1,1,1,2,10,10,10,254
"255","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"0","1","0","0","1","1","1","1",4,3,3,1,1,1,6,15,16,16,255
"256","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"0","1","0","1","1","1","0","0",5,4,2,2,3,5,0,16,17,17,256
"257","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"0","1","0","1","1","1","0","0",5,4,2,2,3,5,0,17,18,17,257
"258","GP","F",17,"U","GT3","T",3,1,"other","at_home","home","mother",1,1,1,"0","1","1","0","1","1","1","1",4,1,2,1,1,3,6,10,13,13,258
"259","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"0","1","0","0","0","1","1","0",3,4,3,2,3,5,0,17,18,17,259
"260","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"0","1","0","0","0","1","1","0",3,4,3,2,3,5,1,12,14,15,260
"261","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"0","1","1","1","0","1","1","0",5,2,2,1,2,5,0,17,17,18,261
"262","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"0","1","0","1","0","1","1","0",5,2,2,1,2,5,0,18,18,18,262
"263","GP","F",17,"U","GT3","T",3,2,"other","other","course","father",1,2,0,"0","0","0","1","1","1","0","0",5,4,2,1,1,3,4,14,14,15,263
"264","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"0","0","0","1","0","1","1","0",5,3,4,1,3,3,2,17,18,17,264
"265","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"0","0","0","1","0","1","1","0",5,3,4,1,3,3,10,16,15,15,265
"266","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"0","1","1","0","1","1","1","1",4,3,2,2,3,2,0,7,8,0,266
"267","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"0","1","0","0","1","1","1","1",4,3,2,2,3,2,0,12,13,15,267
"268","GP","F",17,"U","GT3","T",3,3,"at_home","other","course","mother",1,1,0,"0","1","1","1","1","1","1","0",4,2,5,2,5,5,2,11,12,11,268
"269","GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"0","0","0","1","0","1","0","0",3,2,3,1,1,4,2,15,12,13,269
"270","GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"0","0","0","1","0","1","0","0",3,2,3,1,1,4,4,10,9,9,270
"271","GP","F",17,"U","GT3","T",3,3,"services","other","home","mother",2,3,0,"0","1","0","0","1","1","1","1",4,2,2,2,3,5,10,11,11,11,271
"272","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,1,"0","1","1","0","1","1","1","1",4,4,3,3,4,5,14,8,9,8,272
"273","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,1,"0","1","1","0","1","1","1","1",4,4,3,3,4,5,28,10,9,9,273
"274","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"0","0","0","0","1","1","1","0",4,4,5,1,3,5,8,11,13,14,274
"275","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"0","0","0","0","1","1","1","0",4,4,5,1,3,5,16,16,15,15,275
"276","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"0","1","1","0","1","1","1","0",4,3,3,1,1,3,0,15,12,14,276
"277","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"0","1","0","0","1","1","1","0",4,3,3,1,1,3,0,16,16,16,277
"278","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"0","1","1","1","1","1","1","1",4,4,3,1,3,4,0,13,15,15,278
"279","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"0","1","0","1","1","1","1","1",4,4,3,1,3,4,0,11,12,13,279
"280","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"0","1","1","0","1","1","1","0",4,2,2,1,2,3,0,15,15,15,280
"281","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"0","1","0","0","1","1","1","0",4,2,2,1,2,3,0,17,18,18,281
"282","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,0,"0","0","0","0","1","1","1","1",3,4,5,2,4,1,16,11,9,10,282
"283","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,2,"0","0","1","0","1","1","1","1",3,4,5,2,4,1,22,6,6,4,283
"284","GP","F",17,"U","GT3","T",4,4,"health","health","course","mother",1,1,0,"0","0","0","1","1","1","1","0",5,3,4,1,2,5,2,14,15,17,284
"285","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,0,"1","1","0","0","1","1","0","1",4,2,1,1,1,4,0,11,11,12,285
"286","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,0,"1","1","0","0","1","1","0","1",4,2,1,1,1,4,0,13,13,13,286
"287","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"0","1","0","0","1","1","1","0",4,2,4,2,3,2,24,18,18,18,287
"288","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"0","1","0","0","1","1","1","0",4,2,4,2,3,2,30,14,15,16,288
"289","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,2,0,"0","1","1","0","1","1","1","1",5,3,1,1,4,5,2,11,11,12,289
"290","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"0","1","1","1","1","1","1","0",5,4,4,1,3,4,7,10,9,9,290
"291","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"0","1","0","1","1","1","1","0",5,4,4,1,3,4,0,13,12,13,291
"292","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"0","1","1","0","0","1","1","1",4,3,3,1,2,4,4,14,14,14,292
"293","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"0","1","0","0","0","1","1","1",4,3,3,1,2,4,4,15,14,15,293
"294","GP","F",17,"U","LE3","A",2,1,"other","other","course","mother",3,1,0,"0","1","0","0","1","1","1","0",3,2,2,1,2,5,8,11,10,11,294
"295","GP","F",17,"U","LE3","A",2,2,"other","other","home","mother",1,1,1,"0","1","0","0","0","0","1","0",3,1,2,1,1,1,8,11,9,10,295
"296","GP","F",17,"U","LE3","A",3,3,"services","other","home","mother",1,2,0,"1","1","0","0","1","1","1","0",5,3,3,1,1,5,0,12,12,13,296
"297","GP","F",17,"U","LE3","A",4,2,"teacher","other","course","mother",1,2,0,"0","1","0","1","1","1","0","0",4,3,2,1,1,4,4,15,14,14,297
"298","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"0","0","0","0","1","1","1","0",3,3,3,2,3,2,0,14,14,15,298
"299","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"0","0","0","0","1","1","1","0",3,3,3,2,3,2,0,16,15,15,299
"300","GP","F",17,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,3,0,"0","1","0","1","1","1","1","1",4,3,2,1,2,4,10,11,10,10,300
"301","GP","F",17,"U","LE3","T",2,1,"other","other","home","father",1,2,0,"0","0","0","1","1","1","1","0",4,2,3,2,2,2,2,11,12,14,301
"302","GP","F",17,"U","LE3","T",2,2,"other","other","course","father",1,1,0,"0","1","0","0","1","1","1","1",3,4,4,1,3,5,2,13,12,12,302
"303","GP","F",17,"U","LE3","T",2,2,"other","other","course","father",1,1,0,"0","1","0","0","1","1","1","1",3,4,4,1,3,5,12,10,13,12,303
"304","GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"1","1","1","0","1","1","1","1",4,4,4,2,3,5,6,12,12,12,304
"305","GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"1","1","0","0","1","1","1","1",4,4,4,2,3,5,6,12,12,12,305
"306","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,0,"0","0","1","1","1","1","1","1",3,4,1,1,1,2,0,10,9,0,306
"307","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,0,"0","0","0","1","1","1","1","1",3,4,1,1,1,2,2,10,11,12,307
"308","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"0","0","0","1","1","1","1","1",4,3,2,1,1,5,0,14,15,15,308
"309","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"0","0","0","1","1","1","1","1",4,3,2,1,1,5,8,14,15,16,309
"310","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,0,"0","0","1","0","1","1","1","0",4,4,4,1,3,1,2,14,15,15,310
"311","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,0,"0","0","0","0","1","1","1","0",4,4,4,1,3,1,2,14,16,15,311
"312","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","1",5,3,3,2,3,1,32,14,13,14,312
"313","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"0","1","0","1","1","1","1","1",5,3,3,2,3,1,56,9,9,8,313
"314","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"0","1","1","1","1","1","1","0",4,2,3,1,1,4,6,14,12,13,314
"315","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"0","1","0","1","1","1","1","0",4,2,3,1,1,4,2,14,15,17,315
"316","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"0","0","0","1","1","1","1","1",3,2,3,1,2,3,0,14,12,12,316
"317","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"0","0","0","1","1","1","1","1",3,2,3,1,2,3,14,13,13,14,317
"318","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"0","0","0","0","0","0","1","1",4,1,1,1,1,5,15,12,9,10,318
"319","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"0","0","0","0","0","0","1","1",4,1,1,1,1,5,75,10,9,9,319
"320","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,3,"0","1","0","1","0","1","0","0",5,2,5,1,5,4,6,9,8,10,320
"321","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,3,"0","1","0","1","0","1","0","0",5,2,5,1,5,4,6,11,10,11,321
"322","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"0","1","0","0","1","0","1","1",4,3,5,1,2,3,0,6,0,0,322
"323","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"0","1","0","0","1","0","1","1",4,3,5,1,2,3,12,8,9,10,323
"324","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"0","0","0","1","1","1","0","0",4,4,4,1,1,4,0,10,9,0,324
"325","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"0","0","0","1","1","1","0","0",4,4,4,1,1,4,6,14,13,14,325
"326","GP","F",18,"R","GT3","T",2,2,"other","other","home","mother",1,2,0,"1","0","0","0","1","1","0","0",3,2,3,1,1,5,4,11,11,13,326
"327","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,0,"0","0","0","1","1","1","1","1",5,3,3,1,1,4,4,8,8,8,327
"328","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,1,"0","0","0","1","1","1","1","1",5,3,3,1,1,4,16,9,8,7,328
"329","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"0","0","1","1","1","1","1","0",4,3,4,2,2,4,8,12,10,11,329
"330","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"0","0","0","1","1","1","1","0",4,3,4,2,2,4,8,10,11,12,330
"331","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"0","1","1","1","1","1","0","0",5,2,2,1,1,3,1,12,12,12,331
"332","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,0,"0","1","0","1","1","1","0","0",5,2,2,1,1,3,2,17,17,18,332
"333","GP","F",18,"U","GT3","A",3,2,"other","services","course","other",1,3,0,"0","1","0","1","0","1","1","1",4,3,3,5,1,5,10,12,11,11,333
"334","GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,0,"1","0","0","0","1","1","0","0",4,3,4,1,1,3,4,0,11,11,334
"335","GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,0,"1","0","0","0","1","1","0","0",4,3,4,1,1,3,6,5,6,6,335
"336","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"1","0","0","1","1","1","1","0",5,4,4,1,1,4,0,12,13,13,336
"337","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"1","0","0","1","1","1","1","0",5,4,4,1,1,4,4,8,9,10,337
"338","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,3,0,"0","0","0","1","1","1","1","0",4,5,5,1,2,2,0,14,14,14,338
"339","GP","F",18,"U","GT3","T",1,4,"other","teacher","home","mother",1,2,0,"1","1","0","0","0","1","0","1",3,4,4,1,2,5,2,10,10,11,339
"340","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,0,"0","1","1","0","0","1","1","1",4,4,4,1,1,3,0,7,0,0,340
"341","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,0,"0","1","0","0","0","1","1","1",4,4,4,1,1,3,10,12,10,11,341
"342","GP","F",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"0","1","0","0","1","1","1","1",4,2,5,1,2,1,8,14,14,15,342
"343","GP","F",18,"U","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"0","0","0","1","1","1","1","1",4,3,1,1,1,5,10,12,13,14,343
"344","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"0","1","1","1","1","1","1","0",5,3,3,1,2,1,0,8,8,0,344
"345","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"0","1","0","1","1","1","1","0",5,3,3,1,2,1,2,12,12,15,345
"346","GP","F",18,"U","GT3","T",2,1,"services","other","reputation","mother",1,2,3,"0","1","0","1","1","0","1","1",5,4,5,1,3,5,10,10,9,8,346
"347","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"0","1","1","0","1","1","1","0",4,3,3,1,2,2,5,18,18,19,347
